id,d1,startaca,aca,endaca,m4all,endm4all,startq1,q1a,q1b,q1c,q1d,q1e,q1f,q2a,q2b,q2c,q2d,q2e,q11,endq2,startq3,q3a,q3b,q4,q5,q6,q7,endq7,startq8,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,endq8,partystart,party,partylean,party3,party5,q9,q10,endq11,startq12,q12a,q12b,q12c,q13,endq13,startq14,q14,q15,q16,q17,q18,q23,endq18,startdemos,rsex,gendervar,age,age2,recage,recage2,recage3,coverage,agecov,covtype,covtypeot,agecovtype,covself,covselfot,covmkt,q19,q20,starthealth,health,rechealth,rechealth2,prexa,endprx,startmarital,marital,employ,recemploy,employend,rvotestart,ideology,rvote,trumpapprove,trumpapprove2,trumpend,religstart,educ,receduc,receduc2,receduc3,hispanic,race,raceot,racethn,nativity,racethn2,income,recincome,endincome,startcell,cell,hhcell,landline,hhadults,moneystart,int,endint,timeend,cstate,cregion,density,intvwdate,inteview_length,sample07,sample10,sstate,sregion,sdivision,stz,sample17,sample19,sample240,sample,exchangstat,stateexpmedi,gvnrexpmedi,waiver,wt1,weight,standwt,weight_ssrs,lang,Division,changesex,iphoneuse,hphoneuse,state1,halfsamp,halfsamp2,state,sample239,sample241,USR
10000015,Male,32,Somewhat favorable,72,Strongly favor,111,111,Should not be done,Top priority,Top priority,Top priority,Top priority,Top priority,Somewhat positive,Very positive,Very positive, ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,355,355,Very important, ,Very worried,Very worried, ,"Yes, overturn",501,501,Keep it about the same,Decrease spending,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,578,578,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Support, ,631,631,"Yes, should take action","Yes, should take action","Yes, should take action",Both,770,770,About the right amount,"Major role, but not leading", ,About the same, ,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",951,951,Male,MALE,65, ,65+,65+,65+,Covered by health insurance, ,MEDICAID, , , , , , , ,1015,Only fair,ONLY FAIR/POOR,OF/P,"No, no one in household has pre-existing condition",1048,1048,Divorced,On disability and can't work,ON DISABILITY AND CAN'T WORK,1087,1087,Liberal,No,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1126,1126,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,Other or mixed race,americanindian,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","Less than $20,000",LESS THAN $40K,1198,1198,"No, do not",No, ,1,1250,Yes,1290,1290,Pennsylvania,Northeast,Lowest,190411,21.4,RDD,18004315,Pennsylvania,Northeast,Mid Atlantic,E, ,Rural- Non-Metro, ,landline,Federal,Yes,Yes - Democratic/Independent,No,1.4422,2.575,.6571,.7904,English,Mid Atlantic,sex = rsex,LLO,LLO HH,PENNSYLVANIA,A,D,1,1,1,Rural
10000016,Female,35,Very unfavorable,57,Strongly oppose,73,73,Important but not a top priority,Top priority,Should not be done,Important but not a top priority,Should not be done,Important but not a top priority, ,Very negative,Somewhat positive,Very negative, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,262,262, ,Very important,Not too worried,Not at all worried,"Yes, overturn", ,374,374,Increase spending,Keep it about the same, ,Increase spending, ,Increase spending, ,Increase spending,425,425,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Oppose, ,494,494,"Yes, should take action","Yes, should take action","Yes, should take action",Both,587,587,Too much, ,Minor role, ,Lower priority,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",678,678,Female,FEMALE,68, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,721,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",747,747,Married,Retired,RETIRED,762,762,Conservative,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,801,801,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$50,000 to less than $75,000",$40K-$89K,850,850,"Yes, have cell phone", , ,2,883,Yes,913,913,Florida,South,3,190411,15.2,RDD,18007927,Florida,South,South Atlantic,E, ,Urban- Center City (Metro), ,landline,Federal,No/Maybe,No/Maybe,No,.7886,1.8669,.4764,.5731,English,South Atlantic,sex = rsex,Dual,Dual HH,FLORIDA,B,C,1,1,1,Suburban
10000017,Female,73,Very unfavorable,97,Strongly oppose,117,117,Should not be done,Top priority,Don't Know,Top priority,Should not be done,Top priority,Very negative,Very negative,Somewhat positive, ,Neutral/Neither positive or negative (Vol.),The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,349,349,Don't Know, ,Very worried,Very worried,"Yes, overturn", ,455,455,Keep it about the same,Increase spending,Increase spending, ,Decrease spending, ,Keep it about the same, ,518,518,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Don't Know, ,555,555,"Yes, should take action",Don't Know,"Yes, should take action",Insurance company,662,662,About the right amount,"Major role, but not leading", ,About the same, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",776,776,Female,FEMALE,79, ,65+,65+,65+,Covered by health insurance, ,Plan through your spouse's employer, , , , , , , ,833,Poor,ONLY FAIR/POOR,OF/P,"Yes, someone in household has pre-existing condition",864,864,Married,On disability and can't work,ON DISABILITY AND CAN'T WORK,893,893,Don't Know,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,927,927,High school incomplete (Grades 9-11 or Grade 12 with no diploma),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$20,000 to less than $30,000",LESS THAN $40K,991,991,"No, do not",No, ,2,1059,Yes,1072,1072,Ohio,North Central,3,190411,17.7,RDD,18002512,Ohio,North Central,East North Central,E, ,Suburban (Metro), ,landline,Federal,Yes,Yes - Republican Governor,Yes,2.8798,3.4623,.8835,1.0628,English,East North Central,sex = rsex,LLO,LLO HH,OHIO,A,C,1,1,1,Suburban
10000018,Female,89,Somewhat favorable,189,Strongly favor,223,223,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority, ,Very positive,Somewhat positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,615,615, ,Very important,Very worried,Very worried, ,"No, do not want to see it overturned",755,755,Keep it about the same,Increase spending, ,Increase spending, ,Increase spending, ,Keep it about the same,915,915,Independent,Independent/don't lean to either party (VOL.),Pure Independents,INDEPENDENT/DON'T LEAN, , ,939,939,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,1153,1153,About the right amount, ,"Major role, but not leading", ,About right,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1316,1316,Female,FEMALE,65, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,1397,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1441,1441,Married,Retired,RETIRED,1469,1469,Moderate,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1574,1574,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$40,000 to less than $50,000",$40K-$89K,1664,1664,"Yes, have cell phone", , ,2,1733,Yes,1913,1913,Maine,Northeast,2,190411,31.8,RDD,18004682,Maine,Northeast,New England,E, ,Suburban (Metro), ,landline,Federal,Yes,Yes - Democratic/Independent,Yes,.7886,1.2546,.3201,.3851,English,New England,sex = rsex,Dual,Dual HH,MAINE,B,D,1,1,1,Rural
10000019,Female,41,Don't Know,76,Strongly favor,109,109,Don't Know,Top priority,Important but not a top priority,Don't Know,Important but not a top priority,Important but not a top priority,Very positive,Somewhat positive,Don't Know, ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,426,426,Not at all important, ,Somewhat worried,Somewhat worried,Don't Know, ,597,597,Keep it about the same,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Decrease spending, ,687,687,Independent,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Don't Know, ,745,745,"Yes, should take action","Yes, should take action","Yes, should take action",Both,889,889,Too much,Minor role, ,Don't Know, ,Don't Know,998,998,Female,FEMALE,94, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,1094,Good,GOOD,E/VG/G,"No, no one in household has pre-existing condition",1137,1137,Widowed,Retired,RETIRED,1183,1183,Conservative,No,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1216,1216,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Less than $20,000",LESS THAN $40K,1269,1269,"No, do not",No, ,1,1392,Yes,1473,1473,Pennsylvania,Northeast,3,190411,24.5,RDD,18003087,Pennsylvania,Northeast,Mid Atlantic,E, ,Suburban (Metro), ,landline,Federal,Yes,Yes - Democratic/Independent,No,1.4422,2.016,.5144,.6189,English,Mid Atlantic,sex = rsex,LLO,LLO HH,PENNSYLVANIA,A,C,PENNSYLVANIA,1,1,Suburban
10000020,Male,30,Very favorable,56,Strongly favor,83,83,Should not be done,Top priority,Top priority,Top priority,Important but not a top priority,Top priority, ,Very positive,Somewhat positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,304,304, ,Very important,Very worried,Very worried, ,"No, do not want to see it overturned",412,412,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Increase spending,473,473,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Don't Know,539,539,"Yes, should take action",Don't Know,"Yes, should take action",Both,679,679,Too little, ,Leading role, ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",870,870,Male,MALE,75, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,897,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",942,942,Separated,Retired,RETIRED,969,969,Liberal,No,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1016,1016,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","Less than $20,000",LESS THAN $40K,1081,1081,"Yes, have cell phone", , ,2,1151,Yes,1173,1173,Ohio,North Central,Lowest,190411,19.5,RDD,18002148,Ohio,North Central,East North Central,E, ,Rural- Non-Metro, ,landline,Federal,Yes,Yes - Republican Governor,Yes,.7886,1.8002,.4593,.5526,English,East North Central,sex = rsex,Dual,Dual HH,OHIO,B,D,1,1,1,Suburban
10000021,Female,34,Very favorable,56,Don't Know,73,73,Should not be done,Top priority,Important but not a top priority,Top priority,Top priority,Top priority, ,Somewhat positive,Very negative,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,398,398, ,Very important,Not at all worried,Not at all worried, ,"No, do not want to see it overturned",519,519,Increase spending,Keep it about the same, ,Increase spending, ,Increase spending, ,Keep it about the same,571,571,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,623,623,"No, should not take action","No, should not take action","No, should not take action",Insurance company,740,740,Too much, ,No role at all, ,Lower priority,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",859,859,Female,FEMALE,86, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,918,Only fair,ONLY FAIR/POOR,OF/P,"Yes, someone in household has pre-existing condition",950,950,Widowed,Retired,RETIRED,979,979,Moderate,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1011,1011,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$20,000 to less than $30,000",LESS THAN $40K,1075,1075,"No, do not",No, ,1,1127,Yes,1148,1148,Ohio,North Central,3,190411,19.1,RDD,18002122,Ohio,North Central,East North Central,E, ,Suburban (Metro), ,landline,Federal,Yes,Yes - Republican Governor,Yes,1.4422,1.7339,.4424,.5322,English,East North Central,sex = rsex,LLO,LLO HH,OHIO,B,D,1,1,1,Suburban
10000022,Female,32,Very unfavorable,57,Strongly oppose,74,74,Top priority,Important but not a top priority,Should not be done,Should not be done,Should not be done,Should not be done,Very negative,Very negative,Very negative, ,Very negative,Don't Know,309,309,Somewhat important, ,Not at all worried,Not at all worried, ,"Yes, overturn",458,458,Keep it about the same,Keep it about the same,Increase spending, ,Decrease spending, ,Decrease spending, ,535,535,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Oppose, ,603,603,"No, should not take action","No, should not take action","No, should not take action",Insurance company,740,740,Too much,No role at all, ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",857,857,Female,FEMALE,65, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,879,Poor,ONLY FAIR/POOR,OF/P,"Yes, someone in household has pre-existing condition",907,907,Widowed,On disability and can't work,ON DISABILITY AND CAN'T WORK,931,931,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,954,954,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Less than $20,000",LESS THAN $40K,1050,1050,"Yes, have cell phone", , ,4 or more,1137,Yes,1160,1160,Pennsylvania,Northeast,2,190411,19.3,RDD,18004184,Pennsylvania,Northeast,Mid Atlantic,E, ,Suburban (Metro), ,landline,Federal,Yes,Yes - Democratic/Independent,No,.8676,3.919,1,1.203,English,Mid Atlantic,sex = rsex,Dual,Dual HH,PENNSYLVANIA,A,D,1,1,1,Suburban
10000023,Female,54,Somewhat favorable,86,Somewhat oppose,119,119,Should not be done,Important but not a top priority,Important but not a top priority,Important but not a top priority,Should not be done,Top priority, ,Somewhat negative,Refused,Somewhat negative, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,404,404, ,Very important,Not at all worried,Somewhat worried, ,"No, do not want to see it overturned",524,524,Keep it about the same,Keep it about the same, ,Increase spending, ,Keep it about the same, ,Keep it about the same,633,633,Independent,Democratic,Democrat/Independent lean Democrat,INDEPENDENT/LEAN DEM, ,Improving and protecting the 2010 Affordable Care Act,688,688,"No, should not take action","Yes, should take action","Yes, should take action",Both,950,950,About the right amount, ,"Major role, but not leading", ,About right,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1074,1074,Female,FEMALE,61, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,No, ,1154,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1188,1188,Married,Employed full-time,EMPLOYED,1225,1225,Moderate,Yes,Somewhat disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1262,1262,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$50,000 to less than $75,000",$40K-$89K,1318,1318,"Yes, have cell phone", , ,2,1366,Yes,1416,1416,Virginia,South,4,190411,23.6,RDD,18006950,Virginia,South,South Atlantic,E, ,Urban- Center City (Metro), ,landline,Federal,Yes,Yes - Democratic/Independent,No,.7886,6.5012,1.6589,1.9957,English,South Atlantic,sex = rsex,Dual,Dual HH,VIRGINIA,B,D,1,1,1,Urban
10000024,Male,25,Very favorable,73,Don't Know,104,104,Don't Know,Top priority,Important but not a top priority,Top priority,Important but not a top priority,Top priority, ,Neutral/Neither positive or negative (Vol.),Don't Know,Neutral/Neither positive or negative (Vol.), ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,391,391, ,Very important,Not at all worried,Somewhat worried, ,"No, do not want to see it overturned",509,509,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Don't Know,566,566,Independent,Independent/don't lean to either party (VOL.),Pure Independents,INDEPENDENT/DON'T LEAN, , ,588,588,"Yes, should take action","No, should not take action","Yes, should take action",Both,699,699,Don't Know, ,"Major role, but not leading", ,Don't Know,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",806,806,Male,MALE,74, ,65+,65+,65+,Covered by health insurance, ,MEDICAID, , , , , , , ,849,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",879,879,Married,Retired,RETIRED,893,893,Moderate,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,939,939,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,1002,1002,"Yes, have cell phone", , ,2,1064,Yes,1076,1076,North Carolina,South,2,190411,17.8,RDD,18007493,North Carolina,South,South Atlantic,E, ,Urban- Center City (Metro), ,landline,Federal,No/Maybe,No/Maybe,No,.7886,1.4075,.3591,.432,English,South Atlantic,sex = rsex,Dual,Dual HH,NORTH CAROLINA,B,D,1,1,1,Suburban
10000025,Female,61,Very unfavorable,91,Somewhat favor,114,114,Don't Know,Important but not a top priority,Should not be done,Don't Know,Not too important,Important but not a top priority, ,Somewhat positive,Don't Know,Somewhat positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,390,390, ,Somewhat important,Not too worried,Very worried,Don't Know, ,525,525,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,Decrease spending,581,581,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Support, ,632,632,"No, should not take action","Yes, should take action","No, should not take action",Both,776,776,Too much, ,Minor role, ,Lower priority,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",884,884,Female,FEMALE,80, ,65+,65+,65+,Covered by health insurance, ,Plan through your spouse's employer, , , , , , , ,942,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",975,975,Married,Retired,RETIRED,1006,1006,Conservative,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1036,1036,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",Don't Know,DK/RF,1087,1087,"Yes, have cell phone", , ,2,1157,Yes,1211,1211,North Carolina,South,2,190411,20.2,RDD,18006857,North Carolina,South,South Atlantic,E, ,Urban- Center City (Metro), ,landline,Federal,No/Maybe,No/Maybe,No,.7886,1.8833,.4806,.5781,English,South Atlantic,sex = rsex,Dual,Dual HH,NORTH CAROLINA,B,C,1,1,1,Suburban
10000026,Female,64,Very favorable,88,Strongly favor,114,114,Should not be done,Top priority,Important but not a top priority,Top priority,Top priority,Top priority, ,Very positive,Neutral/Neither positive or negative (Vol.),Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,514,514, ,Very important,Very worried,Very worried,"No, do not want to see it overturned", ,643,643,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Increase spending,728,728,Independent,Democratic,Democrat/Independent lean Democrat,INDEPENDENT/LEAN DEM, ,Improving and protecting the 2010 Affordable Care Act,863,863,"Yes, should take action","Yes, should take action","Yes, should take action",Both,1166,1166,Don't Know, ,Leading role, ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1291,1291,Female,FEMALE,77, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,1357,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",1421,1421,Married,Retired,RETIRED,1447,1447,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1501,1501,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$50,000 to less than $75,000",$40K-$89K,1569,1569,"Yes, have cell phone", , ,2,1620,Yes,1638,1638,North Carolina,South,3,190411,27.2,RDD,18008764,North Carolina,South,South Atlantic,E, ,Urban- Center City (Metro), ,landline,Federal,No/Maybe,No/Maybe,No,.7886,1.077,.2748,.3306,English,South Atlantic,sex = rsex,Dual,Dual HH,NORTH CAROLINA,B,C,1,1,1,Suburban
10000027,Male,30,Very unfavorable,59,Strongly oppose,84,84,Top priority,Should not be done,Should not be done,Should not be done,Should not be done,Important but not a top priority, ,Very negative,Very negative,Very negative, ,The federal government should allow insurance companies to sell these types of plans,271,271, ,Somewhat important,Not at all worried,Not at all worried,"Yes, overturn", ,354,354,Keep it about the same,Keep it about the same, ,Decrease spending, ,Increase spending, ,Keep it about the same,412,412,Independent,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Support, ,467,467,"No, should not take action","No, should not take action","No, should not take action",Both,584,584,Too much, ,"Major role, but not leading", ,Lower priority,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",681,681,Male,MALE,51, ,18-64,50-64,45-54,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,No, ,743,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",776,776,Married,Employed full-time,EMPLOYED,814,814,Moderate,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,839,839,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,887,887,"Yes, have cell phone", , ,2,961,Yes,984,984,North Carolina,South,3,190411,16.4,RDD,18007280,Virginia,South,South Atlantic,E, ,Rural- Non-Metro, ,landline,Federal,No/Maybe,No/Maybe,No,.7886,2.1174,.5403,.65,English,South Atlantic,sex = rsex,Dual,Dual HH,VIRGINIA,B,C,1,1,1,Urban
10000028,Female,27,Very unfavorable,51,Strongly oppose,73,73,Important but not a top priority,Top priority,Don't Know,Don't Know,Top priority,Important but not a top priority,Very negative,Very negative,Very negative, ,Very negative,The federal government should allow insurance companies to sell these types of plans,320,320,Somewhat important, ,Not at all worried,Not at all worried, ,"Yes, overturn",426,426,Keep it about the same,Keep it about the same,Increase spending, ,Decrease spending, ,Don't Know, ,511,511,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Support, ,556,556,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,723,723,Too much,"Major role, but not leading", ,Don't Know, ,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",822,822,Female,FEMALE,84, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,878,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",917,917,Married,Retired,RETIRED,947,947,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,978,978,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",Don't Know,DK/RF,1072,1072,"Yes, have cell phone", , ,2,1157,Yes,1183,1183,Florida,South,4,190411,19.7,RDD,18006893,Florida,South,South Atlantic,E, ,Urban- Center City County (Metro), ,landline,Federal,No/Maybe,No/Maybe,No,.7886,1.3978,.3567,.4291,English,South Atlantic,sex = rsex,Dual,Dual HH,FLORIDA,A,D,1,1,1,Suburban
10000029,Female,35,Very favorable,58,Strongly favor,76,76,Should not be done,Important but not a top priority,Important but not a top priority,Top priority,Top priority,Top priority, ,Very positive,Very positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,365,365, ,Very important,Somewhat worried,Very worried, ,"No, do not want to see it overturned",475,475,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Increase spending,630,630,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Passing a national Medicare-for-all plan,678,678,"Yes, should take action","Yes, should take action","Yes, should take action",Doctor or provider,813,813,About the right amount, ,Minor role, ,Lower priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",991,991,Female,FEMALE,66, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,1061,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1102,1102,Divorced,Retired,RETIRED,1127,1127,Moderate,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1167,1167,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$20,000 to less than $30,000",LESS THAN $40K,1235,1235,"Yes, have cell phone", , ,1,1293,Yes,1332,1332,South Carolina,South,2,190411,22.2,RDD,18006714,South Carolina,South,South Atlantic,E, ,Urban- Center City County (Metro), ,landline,Federal,No/Maybe,No/Maybe,No,.6193,1.479,.3774,.454,English,South Atlantic,sex = rsex,Dual,Dual HH,SOUTH CAROLINA,B,D,1,1,1,Suburban
